source_animal,source_animal_label,target_animal,target_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
dogs,dog,bat,16120,8.335337042808533e-08,0.00028228759765625,-0.0002822042442858219,0.0002952781883445946
dogs,dog,spider,35454,7.82310962677002e-08,0.000247955322265625,-0.0002478770911693573,0.0003155048076923077
dogs,dog,butterfly,56269,2.5704503059387207e-07,0.00018215179443359375,-0.00018189474940299988,0.0014111583769633508
dogs,dog,frog,60981,3.934837877750397e-08,0.00017070770263671875,-0.00017066835425794125,0.00023050148393854747
dogs,dog,mosquito,50646,5.9371814131736755e-09,0.0001506805419921875,-0.00015067460481077433,3.940244264240506e-05
dogs,dog,sheep,33012,1.952052116394043e-06,0.000133514404296875,-0.00013156235218048096,0.014620535714285714
dogs,dog,rabbit,39824,4.954636096954346e-07,0.00012493133544921875,-0.00012443587183952332,0.003965887404580153
dogs,dog,bee,38328,3.501772880554199e-07,0.00011730194091796875,-0.00011695176362991333,0.0029852642276422766
dogs,dog,salmon,41420,1.0710209608078003e-07,0.00011730194091796875,-0.00011719483882188797,0.0009130462398373984
dogs,dog,owl,53369,1.043081283569336e-06,0.00011014938354492188,-0.00010910630226135254,0.00946969696969697
dogs,dog,duck,37085,1.7404556274414062e-05,0.00010347366333007812,-8.606910705566406e-05,0.16820276497695852
dogs,dog,wolf,37642,5.030632019042969e-05,9.1552734375e-05,-4.124641418457031e-05,0.5494791666666666
dogs,dog,cow,19923,1.1846423149108887e-06,8.058547973632812e-05,-7.940083742141724e-05,0.014700443786982249
dogs,dog,deer,39149,1.952052116394043e-06,8.058547973632812e-05,-7.863342761993408e-05,0.024223372781065088
dogs,dog,squirrel,91624,1.430511474609375e-06,8.058547973632812e-05,-7.915496826171875e-05,0.01775147928994083
dogs,dog,llama,94776,9.452924132347107e-08,8.058547973632812e-05,-8.049095049500465e-05,0.0011730306952662721
dogs,dog,bear,11984,4.0978193283081055e-07,7.104873657226562e-05,-7.063895463943481e-05,0.00576761744966443
dogs,dog,worm,35311,3.166496753692627e-08,6.67572021484375e-05,-6.672553718090057e-05,0.00047433035714285714
dogs,dog,chicken,16553,5.960464477539062e-07,5.91278076171875e-05,-5.8531761169433594e-05,0.010080645161290322
lions,lion,dolphin,99269,2.6263296604156494e-07,0.328125,-0.32812473736703396,8.004052298409598e-07
lions,lion,elephant,46840,1.9550323486328125e-05,0.04736328125,-0.04734373092651367,0.00041277384020618556
lions,lion,dog,5679,6.05359673500061e-08,0.036865234375,-0.03686517383903265,1.6420882269246688e-06
lions,lion,lion,40132,0.51953125,0.0068359375,0.5126953125,76.0
lions,lion,cat,8415,2.4884939193725586e-06,0.00640869140625,-0.0064062029123306274,0.00038829985119047617
lions,lion,horse,15580,7.599592208862305e-07,0.0026702880859375,-0.0026695281267166138,0.0002845982142857143
lions,lion,monkey,39803,1.0617077350616455e-07,0.00183868408203125,-0.0018385779112577438,5.774280342323651e-05
lions,lion,squid,90275,1.0652001947164536e-08,0.001617431640625,-0.0016174209886230528,6.585750939711085e-06
lions,lion,dinosaur,63989,9.760260581970215e-07,0.00152587890625,-0.001524902880191803,0.0006396484375
lions,lion,panda,89322,6.05359673500061e-08,0.0013427734375,-0.00134271290153265,4.508278586647727e-05
lions,lion,whale,51119,1.4435499906539917e-07,0.00098419189453125,-0.0009840475395321846,0.0001466736312984496
lions,lion,shark,44892,6.426125764846802e-08,0.000766754150390625,-0.0007666898891329765,8.380946828358209e-05
lions,lion,tiger,52835,9.238719940185547e-06,0.000339508056640625,-0.00033026933670043945,0.027212078651685394
lions,lion,bat,16120,8.96397978067398e-09,0.00028228759765625,-0.0002822786336764693,3.1754777238175677e-05
lions,lion,spider,35454,5.3318217396736145e-08,0.000247955322265625,-0.00024790200404822826,0.00021503155048076923
lions,lion,butterfly,56269,3.888271749019623e-08,0.00018215179443359375,-0.00018211291171610355,0.00021346326897905759
lions,lion,frog,60981,7.450580596923828e-09,0.00017070770263671875,-0.00017070025205612183,4.3645251396648046e-05
lions,lion,mosquito,50646,6.461050361394882e-09,0.0001506805419921875,-0.0001506740809418261,4.287912875791139e-05
lions,lion,sheep,33012,3.329478204250336e-08,0.000133514404296875,-0.0001334811095148325,0.00024937220982142855
lions,lion,rabbit,39824,1.955777406692505e-08,0.00012493133544921875,-0.00012491177767515182,0.00015654818702290075
lions,lion,bee,38328,9.96515154838562e-08,0.00011730194091796875,-0.0001172022894024849,0.0008495299796747967
lions,lion,salmon,41420,6.05359673500061e-08,0.00011730194091796875,-0.00011724140495061874,0.0005160696138211382
lions,lion,owl,53369,1.2386590242385864e-07,0.00011014938354492188,-0.00011002551764249802,0.0011245265151515152
lions,lion,duck,37085,1.2281816452741623e-08,0.00010347366333007812,-0.00010346138151362538,0.00011869509648617512
lions,lion,wolf,37642,4.380941390991211e-06,9.1552734375e-05,-8.717179298400879e-05,0.0478515625
lions,lion,cow,19923,5.844049155712128e-08,8.058547973632812e-05,-8.0527039244771e-05,0.0007251987795857988
lions,lion,deer,39149,1.5459954738616943e-07,8.058547973632812e-05,-8.043088018894196e-05,0.0019184541420118344
lions,lion,squirrel,91624,7.078051567077637e-08,8.058547973632812e-05,-8.051469922065735e-05,0.0008783284023668639
lions,lion,llama,94776,4.917383193969727e-07,8.058547973632812e-05,-8.009374141693115e-05,0.00610207100591716
lions,lion,bear,11984,1.3224780559539795e-07,7.104873657226562e-05,-7.091648876667023e-05,0.0018613674496644294
lions,lion,worm,35311,9.022187441587448e-10,6.67572021484375e-05,-6.675629992969334e-05,1.3514927455357142e-05
lions,lion,chicken,16553,3.026798367500305e-08,5.91278076171875e-05,-5.90975396335125e-05,0.0005119077620967742
cats,cat,dolphin,99269,2.169981598854065e-07,0.328125,-0.3281247830018401,6.613277253650483e-07
cats,cat,elephant,46840,9.238719940185547e-06,0.04736328125,-0.047354042530059814,0.00019506080863402063
cats,cat,dog,5679,5.9604644775390625e-06,0.036865234375,-0.03685927391052246,0.0001616825331125828
cats,cat,lion,40132,2.6702880859375e-05,0.0068359375,-0.006809234619140625,0.00390625
cats,cat,cat,8415,0.7578125,0.00640869140625,0.75140380859375,118.24761904761905
cats,cat,horse,15580,1.9371509552001953e-06,0.0026702880859375,-0.0026683509349823,0.0007254464285714286
cats,cat,monkey,39803,3.371387720108032e-07,0.00183868408203125,-0.0018383469432592392,0.00018335872665975104
cats,cat,squid,90275,2.514570951461792e-08,0.001617431640625,-0.0016174064949154854,1.5546690742924528e-05
cats,cat,dinosaur,63989,1.2386590242385864e-07,0.00152587890625,-0.0015257550403475761,8.11767578125e-05
cats,cat,panda,89322,4.842877388000488e-08,0.0013427734375,-0.00134272500872612,3.606622869318182e-05
cats,cat,whale,51119,2.2444874048233032e-07,0.00098419189453125,-0.0009839674457907677,0.00022805383963178294
cats,cat,shark,44892,6.845220923423767e-08,0.000766754150390625,-0.0007666856981813908,8.927530317164179e-05
cats,cat,tiger,52835,3.844499588012695e-06,0.000339508056640625,-0.0003356635570526123,0.01132373595505618
cats,cat,bat,16120,3.371387720108032e-07,0.00028228759765625,-0.0002819504588842392,0.001194309543918919
cats,cat,spider,35454,2.7939677238464355e-07,0.000247955322265625,-0.00024767592549324036,0.0011268028846153845
cats,cat,butterfly,56269,5.21540641784668e-07,0.00018215179443359375,-0.00018163025379180908,0.002863219895287958
cats,cat,frog,60981,3.236345946788788e-08,0.00017070770263671875,-0.00017067533917725086,0.00018958406075418995
cats,cat,mosquito,50646,9.837094694375992e-09,0.0001506805419921875,-0.00015067070489749312,6.528443928006329e-05
cats,cat,sheep,33012,6.845220923423767e-08,0.000133514404296875,-0.00013344595208764076,0.0005126953125
cats,cat,rabbit,39824,2.7939677238464355e-07,0.00012493133544921875,-0.0001246519386768341,0.002236402671755725
cats,cat,bee,38328,6.612390279769897e-08,0.00011730194091796875,-0.00011723581701517105,0.0005637068089430895
cats,cat,salmon,41420,2.7939677238464355e-07,0.00011730194091796875,-0.0001170225441455841,0.002381859756097561
cats,cat,owl,53369,1.2516975402832031e-06,0.00011014938354492188,-0.00010889768600463867,0.011363636363636364
cats,cat,duck,37085,1.5925616025924683e-07,0.00010347366333007812,-0.00010331440716981888,0.0015390985023041475
cats,cat,wolf,37642,2.6263296604156494e-07,9.1552734375e-05,-9.129010140895844e-05,0.00286865234375
cats,cat,cow,19923,2.0563602447509766e-06,8.058547973632812e-05,-7.852911949157715e-05,0.02551775147928994
cats,cat,deer,39149,8.800998330116272e-08,8.058547973632812e-05,-8.049746975302696e-05,0.0010921320266272189
cats,cat,squirrel,91624,6.295740604400635e-07,8.058547973632812e-05,-7.995590567588806e-05,0.0078125
cats,cat,llama,94776,1.2386590242385864e-07,8.058547973632812e-05,-8.046161383390427e-05,0.0015370747041420119
cats,cat,bear,11984,7.729977369308472e-08,7.104873657226562e-05,-7.097143679857254e-05,0.0010879823825503355
cats,cat,worm,35311,6.082700565457344e-09,6.67572021484375e-05,-6.675111944787204e-05,9.111676897321429e-05
cats,cat,chicken,16553,6.705522537231445e-07,5.91278076171875e-05,-5.8457255363464355e-05,0.011340725806451613
horses,horse,dolphin,99269,2.4400651454925537e-07,0.328125,-0.32812475599348545,7.436389014834449e-07
horses,horse,elephant,46840,1.8835067749023438e-05,0.04736328125,-0.04734444618225098,0.0003976723582474227
horses,horse,dog,5679,2.849847078323364e-07,0.036865234375,-0.03686494939029217,7.730446114445365e-06
horses,horse,lion,40132,4.202127456665039e-06,0.0068359375,-0.006831735372543335,0.0006147112165178571
horses,horse,cat,8415,1.1548399925231934e-07,0.00640869140625,-0.006408575922250748,1.8019903273809524e-05
horses,horse,horse,15580,0.6015625,0.0026702880859375,0.5988922119140625,225.28
horses,horse,monkey,39803,3.5943230614066124e-09,0.00183868408203125,-0.0018386804877081886,1.9548344908908193e-06
horses,horse,squid,90275,1.4551915228366852e-09,0.001617431640625,-0.0016174301854334772,8.99692751326651e-07
horses,horse,dinosaur,63989,5.662441253662109e-07,0.00152587890625,-0.0015253126621246338,0.00037109375
horses,horse,panda,89322,9.968061931431293e-10,0.0013427734375,-0.0013427724406938069,7.423487576571378e-07
horses,horse,whale,51119,7.450580596923828e-08,0.00098419189453125,-0.0009841173887252808,7.570251937984496e-05
horses,horse,shark,44892,1.8044374883174896e-09,0.000766754150390625,-0.0007667523459531367,2.3533455768034825e-06
horses,horse,tiger,52835,4.1211023926734924e-08,0.000339508056640625,-0.00033946684561669827,0.00012138452422752809
horses,horse,bat,16120,2.5902409106492996e-09,0.00028228759765625,-0.00028228500741533935,9.175893422719594e-06
horses,horse,spider,35454,2.6542693376541138e-08,0.000247955322265625,-0.00024792877957224846,0.00010704627403846154
horses,horse,butterfly,56269,5.122274160385132e-08,0.00018215179443359375,-0.0001821005716919899,0.00028120909685863877
horses,horse,frog,60981,7.159542292356491e-09,0.00017070770263671875,-0.0001707005430944264,4.194035876396648e-05
horses,horse,mosquito,50646,1.4042598195374012e-09,0.0001506805419921875,-0.00015067913773236796,9.319450281843355e-06
horses,horse,sheep,33012,8.707866072654724e-08,0.000133514404296875,-0.00013342732563614845,0.0006522042410714285
horses,horse,rabbit,39824,9.266659617424011e-08,0.00012493133544921875,-0.0001248386688530445,0.0007417402194656488
horses,horse,bee,38328,1.2922100722789764e-08,0.00011730194091796875,-0.00011728901881724596,0.0001101610137195122
horses,horse,salmon,41420,1.4260876923799515e-09,0.00011730194091796875,-0.00011730051483027637,1.2157409171747968e-05
horses,horse,owl,53369,2.9103830456733704e-08,0.00011014938354492188,-0.00011012027971446514,0.0002642214556277056
horses,horse,duck,37085,2.828892320394516e-08,0.00010347366333007812,-0.00010344537440687418,0.00027339249711981565
horses,horse,wolf,37642,1.0477378964424133e-07,9.1552734375e-05,-9.144796058535576e-05,0.0011444091796875
horses,horse,cow,19923,8.791685104370117e-07,8.058547973632812e-05,-7.970631122589111e-05,0.010909763313609468
horses,horse,deer,39149,5.327165126800537e-07,8.058547973632812e-05,-8.005276322364807e-05,0.006610576923076923
horses,horse,squirrel,91624,8.614733815193176e-09,8.058547973632812e-05,-8.057686500251293e-05,0.00010690181213017752
horses,horse,llama,94776,1.2665987014770508e-07,8.058547973632812e-05,-8.045881986618042e-05,0.0015717455621301775
horses,horse,bear,11984,4.190951585769653e-09,7.104873657226562e-05,-7.104454562067986e-05,5.8986996644295305e-05
horses,horse,worm,35311,8.549250196665525e-10,6.67572021484375e-05,-6.675634722341783e-05,1.2806483677455357e-05
horses,horse,chicken,16553,2.1513551473617554e-07,5.91278076171875e-05,-5.8912672102451324e-05,0.0036384828629032256
monkeys,monkey,dolphin,99269,6.4373016357421875e-06,0.328125,-0.32811856269836426,1.9618443080357144e-05
monkeys,monkey,elephant,46840,9.1552734375e-05,0.04736328125,-0.047271728515625,0.0019329896907216496
monkeys,monkey,dog,5679,3.259629011154175e-07,0.036865234375,-0.036864908412098885,8.84201352959437e-06
monkeys,monkey,lion,40132,0.00016117095947265625,0.0068359375,-0.006674766540527344,0.023577008928571428
monkeys,monkey,cat,8415,1.3485550880432129e-06,0.00640869140625,-0.006407342851161957,0.00021042596726190477
monkeys,monkey,horse,15580,5.997717380523682e-07,0.0026702880859375,-0.0026696883141994476,0.000224609375
monkeys,monkey,monkey,39803,0.2265625,0.00183868408203125,0.22472381591796875,123.21991701244814
monkeys,monkey,squid,90275,2.039596438407898e-07,0.001617431640625,-0.0016172276809811592,0.0001261009360259434
monkeys,monkey,dinosaur,63989,6.780028343200684e-07,0.00152587890625,-0.00152520090341568,0.0004443359375
monkeys,monkey,panda,89322,2.4437904357910156e-06,0.0013427734375,-0.001340329647064209,0.0018199573863636363
monkeys,monkey,whale,51119,2.682209014892578e-06,0.00098419189453125,-0.0009815096855163574,0.0027252906976744187
monkeys,monkey,shark,44892,8.977949619293213e-07,0.000766754150390625,-0.0007658563554286957,0.0011709032960199005
monkeys,monkey,tiger,52835,1.0609626770019531e-05,0.000339508056640625,-0.00032889842987060547,0.03125
monkeys,monkey,bat,16120,9.909272193908691e-07,0.00028228759765625,-0.00028129667043685913,0.003510346283783784
monkeys,monkey,spider,35454,5.221366882324219e-05,0.000247955322265625,-0.0001957416534423828,0.21057692307692308
monkeys,monkey,butterfly,56269,1.735985279083252e-06,0.00018215179443359375,-0.0001804158091545105,0.009530431937172774
monkeys,monkey,frog,60981,9.5367431640625e-07,0.00017070770263671875,-0.0001697540283203125,0.00558659217877095
monkeys,monkey,mosquito,50646,9.059906005859375e-06,0.0001506805419921875,-0.00014162063598632812,0.060126582278481014
monkeys,monkey,sheep,33012,8.102506399154663e-08,0.000133514404296875,-0.00013343337923288345,0.0006068638392857143
monkeys,monkey,rabbit,39824,1.087784767150879e-06,0.00012493133544921875,-0.00012384355068206787,0.00870706106870229
monkeys,monkey,bee,38328,8.717179298400879e-07,0.00011730194091796875,-0.00011643022298812866,0.00743140243902439
monkeys,monkey,salmon,41420,3.520399332046509e-07,0.00011730194091796875,-0.0001169499009847641,0.003001143292682927
monkeys,monkey,owl,53369,2.682209014892578e-06,0.00011014938354492188,-0.0001074671745300293,0.024350649350649352
monkeys,monkey,duck,37085,1.7415732145309448e-07,0.00010347366333007812,-0.00010329950600862503,0.0016831077188940093
monkeys,monkey,wolf,37642,1.3485550880432129e-06,9.1552734375e-05,-9.020417928695679e-05,0.014729817708333334
monkeys,monkey,cow,19923,2.7008354663848877e-07,8.058547973632812e-05,-8.031539618968964e-05,0.0033515162721893493
monkeys,monkey,deer,39149,5.140900611877441e-07,8.058547973632812e-05,-8.007138967514038e-05,0.006379437869822485
monkeys,monkey,squirrel,91624,2.8014183044433594e-05,8.058547973632812e-05,-5.257129669189453e-05,0.34763313609467456
monkeys,monkey,llama,94776,2.16066837310791e-06,8.058547973632812e-05,-7.842481136322021e-05,0.026812130177514795
monkeys,monkey,bear,11984,1.087784767150879e-06,7.104873657226562e-05,-6.996095180511475e-05,0.015310402684563759
monkeys,monkey,worm,35311,1.3131648302078247e-07,6.67572021484375e-05,-6.662588566541672e-05,0.001967075892857143
monkeys,monkey,chicken,16553,6.593763828277588e-07,5.91278076171875e-05,-5.846843123435974e-05,0.01115171370967742
squid,squid,dolphin,99269,7.62939453125e-06,0.328125,-0.32811737060546875,2.3251488095238094e-05
squid,squid,elephant,46840,7.62939453125e-06,0.04736328125,-0.04735565185546875,0.00016108247422680412
squid,squid,dog,5679,3.3527612686157227e-07,0.036865234375,-0.03686489909887314,9.094642487582782e-06
squid,squid,lion,40132,5.9604644775390625e-06,0.0068359375,-0.006829977035522461,0.0008719308035714286
squid,squid,cat,8415,2.9616057872772217e-07,0.00640869140625,-0.006408395245671272,4.621233258928571e-05
squid,squid,horse,15580,1.1222437024116516e-07,0.0026702880859375,-0.002670175861567259,4.202706473214286e-05
squid,squid,monkey,39803,8.475035429000854e-08,0.00183868408203125,-0.00183859933167696,4.6092939574688796e-05
squid,squid,squid,90275,0.8046875,0.001617431640625,0.803070068359375,497.50943396226415
squid,squid,dinosaur,63989,1.1026859283447266e-06,0.00152587890625,-0.0015247762203216553,0.00072265625
squid,squid,panda,89322,2.0838342607021332e-08,0.0013427734375,-0.001342752599157393,1.5518882057883523e-05
squid,squid,whale,51119,4.947185516357422e-06,0.00098419189453125,-0.0009792447090148926,0.005026647286821706
squid,squid,shark,44892,1.3709068298339844e-06,0.000766754150390625,-0.000765383243560791,0.0017879353233830847
squid,squid,tiger,52835,1.7583370208740234e-06,0.000339508056640625,-0.000337749719619751,0.005179073033707865
squid,squid,bat,16120,3.166496753692627e-08,0.00028228759765625,-0.0002822559326887131,0.0001121727195945946
squid,squid,spider,35454,4.947185516357422e-06,0.000247955322265625,-0.00024300813674926758,0.019951923076923075
squid,squid,butterfly,56269,6.193295121192932e-08,0.00018215179443359375,-0.00018208986148238182,0.00034000736256544503
squid,squid,frog,60981,2.60770320892334e-07,0.00017070770263671875,-0.00017044693231582642,0.0015275837988826815
squid,squid,mosquito,50646,6.938353180885315e-08,0.0001506805419921875,-0.00015061115846037865,0.0004604677610759494
squid,squid,sheep,33012,3.259629011154175e-07,0.000133514404296875,-0.00013318844139575958,0.00244140625
squid,squid,rabbit,39824,5.844049155712128e-08,0.00012493133544921875,-0.00012487289495766163,0.0004677808921755725
squid,squid,bee,38328,1.7974525690078735e-07,0.00011730194091796875,-0.00011712219566106796,0.0015323297764227642
squid,squid,salmon,41420,1.2889504432678223e-06,0.00011730194091796875,-0.00011601299047470093,0.010988313008130081
squid,squid,owl,53369,1.7415732145309448e-07,0.00011014938354492188,-0.00010997522622346878,0.0015811011904761905
squid,squid,duck,37085,2.115964889526367e-06,0.00010347366333007812,-0.00010135769844055176,0.02044930875576037
squid,squid,wolf,37642,1.6391277313232422e-07,9.1552734375e-05,-9.138882160186768e-05,0.0017903645833333333
squid,squid,cow,19923,8.614733815193176e-08,8.058547973632812e-05,-8.04993323981762e-05,0.0010690181213017752
squid,squid,deer,39149,5.21540641784668e-07,8.058547973632812e-05,-8.006393909454346e-05,0.0064718934911242604
